,pmid,pmcid_pmc,pmcid_uid,filename,is_success,id,source,pmcid,doi.x,title,authorString,journalTitle,issue,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,pmcid_,doi.y,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,doi,journal,publisher,affiliation_institution,affiliation_country,year_epub,year_ppub,is_coi_pred,coi_text,is_coi_pmc_fn,is_coi_pmc_title,is_relevant_coi,is_relevant_coi_hi,is_relevant_coi_lo,is_explicit_coi,coi_1,coi_2,coi_disclosure_1,commercial_1,benefit_1,consultant_1,grants_1,brief_1,fees_1,consults_1,connect_1,connect_2,commercial_ack_1,rights_1,founder_1,advisor_1,paid_1,board_1,no_coi_1,no_funder_role_1,is_fund_pred,fund_text,fund_pmc_institute,fund_pmc_source,fund_pmc_anysource,is_fund_pmc_group,is_fund_pmc_title,is_fund_pmc_anysource,is_relevant_fund,is_explicit_fund,support_1,support_3,support_4,support_5,support_6,support_7,support_8,support_9,support_10,developed_1,received_1,received_2,recipient_1,authors_1,authors_2,thank_1,thank_2,fund_1,fund_2,fund_3,supported_1,financial_1,financial_2,financial_3,grant_1,french_1,common_1,common_2,common_3,common_4,common_5,acknow_1,disclosure_1,disclosure_2,fund_ack,project_ack,is_register_pred,register_text,type,is_research,is_review,is_reg_pmc_title,is_relevant_reg,is_method,is_NCT,is_explicit_reg,prospero_1,registered_1,registered_2,registered_3,registered_4,registered_5,not_registered_1,registration_1,registration_2,registration_3,registration_4,registry_1,reg_title_1,reg_title_2,reg_title_3,reg_title_4,funded_ct_1,ct_2,ct_3,protocol_1
38,32398625,,7282409,PMC 7282409.xml,TRUE,32398625,MED,PMC7282409,10.1097/scs.0000000000006601,Coincidence of COVID-19 Infection and Smell-Taste Perception Disorders.,Cetinkaya EA.,J Craniofac Surg,6,31,2020,1049-2275; 1536-3732; ,e625-e626,research-article; review; journal article,Y,Y,N,Y,N,N,8,Y,Y,N,Y,N,5/14/2020,9/1/2020,7282409,10.1097/SCS.0000000000006601,TRUE,TRUE,10.1097/SCS.0000000000006601,FALSE,,FALSE,,,10.1097/SCS.0000000000006601,The Journal of Craniofacial Surgery,Lippincott Williams & Wilkins,,,2020,2020,TRUE,The authors report no conflicts of interest.,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,32401373,,7272980,PMC 7272980.xml,TRUE,32401373,MED,PMC7272980,10.1111/odi.13410,Protecting dental manpower from COVID-19 infection.,Warnakulasuriya S.,Oral Dis,NA,27 Suppl 3,2021,1354-523x; 1601-0825; ,651-654,research-article; review; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,Y,5/14/2020,6/1/2020,7272980,10.1111/odi.13410,TRUE,FALSE,10.1111/odi.13410,FALSE,,FALSE,,,10.1111/odi.13410,Oral Diseases,John Wiley and Sons Inc.; Hoboken,King's College London; WHO Collaborating Centre for Oral Cancer,UK,2020,,TRUE,CONFLICT OF INTEREST None.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32401942,,7213779,PMC 7213779.xml,TRUE,32401942,MED,PMC7213779,10.1590/1678-7757-2020-0263,How psychosocial and economic impacts of COVID-19 pandemic can interfere on bruxism and temporomandibular disorders?,"Almeida-Leite CM, Stuginski-Barbosa J, Conti PCR.",J Appl Oral Sci,NA,28,2020,1678-7757; 1678-7765; ,e20200263,letter; journal article,Y,Y,N,Y,N,N,10,Y,Y,N,Y,N,5/15/2020,5/11/2020,7213779,10.1590/1678-7757-2020-0263,TRUE,TRUE,10.1590/1678-7757-2020-0263,FALSE,,FALSE,,,10.1590/1678-7757-2020-0263,Journal of Applied Oral Science,Faculdade De Odontologia De Bauru - USP,"Universidade Federal de Minas Gerais; Instituto de Ciências Biológicas; Departamento de Morfologia; Universidade Federal de Minas Gerais, Instituto de Ciências Biológicas, Departamento de Morfologia, Belo Horizonte, MG, Brasil.; Universidade de São Paulo; Bauru Orofacial Pain Group; Universidade de São Paulo, Bauru Orofacial Pain Group, Bauru, SP, Brasil.; Universidade de São Paulo; Faculdade de Odontologia de Bauru; Departamento de Prótese e Periodontia; Universidade de São Paulo, Faculdade de Odontologia de Bauru, Departamento de Prótese e Periodontia, Bauru, SP, Brasil.",Brasil; Brasil; Brasil,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,letter,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32404268,,7194067,PMC 7194067.xml,TRUE,32404268,MED,PMC7194067,10.1016/j.joms.2020.04.040,3D Printing of Face Shields During COVID-19 Pandemic: A Technical Note.,"Amin D, Nguyen N, Roser SM, Abramowicz S.",J Oral Maxillofac Surg,8,78,2020,0278-2391; 1531-5053; ,1275-1278,research-article; journal article,Y,Y,N,Y,N,N,17,Y,Y,N,Y,N,5/15/2020,5/1/2020,7194067,10.1016/j.joms.2020.04.040,TRUE,TRUE,10.1016/j.joms.2020.04.040,FALSE,,FALSE,,,10.1016/j.joms.2020.04.040,Journal of Oral and Maxillofacial Surgery,Published by Elsevier Inc. on behalf of the American Association of Oral and Maxillofacial Surgeons,,,2020,2020,TRUE,Conflict of Interest Disclosures: None of the authors have any relevant financial relationship(s) with a commercial interest.,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,32404622,,7282403,PMC 7282403.xml,TRUE,32404622,MED,PMC7282403,10.1097/scs.0000000000006565,Considerations for Pediatric Craniofacial Surgeons During the COVID-19 Outbreak.,"Schoenbrunner A, Sarac B, Gosman A, Janis JE.",J Craniofac Surg,6,31,2020,1049-2275; 1536-3732; ,e618-e620,research-article; journal article,Y,Y,N,Y,N,Y,7,Y,Y,N,Y,N,5/15/2020,9/1/2020,7282403,10.1097/SCS.0000000000006565,TRUE,FALSE,10.1097/SCS.0000000000006565,FALSE,,FALSE,,,10.1097/SCS.0000000000006565,The Journal of Craniofacial Surgery,Lippincott Williams & Wilkins,,,2020,2020,TRUE,The authors report no conflicts of interest.,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,32404623,,7282404,PMC 7282404.xml,TRUE,32404623,MED,PMC7282404,10.1097/scs.0000000000006654,Best Practice Guidelines for the Management of Acute Craniomaxillofacial Trauma During the COVID-19 Pandemic.,"DeSerres JJ, Al-Shaqsi SZ, Antonyshyn OM, Fialkov JA.",J Craniofac Surg,6,31,2020,1049-2275; 1536-3732; ,e626-e630,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,5/15/2020,9/1/2020,7282404,10.1097/SCS.0000000000006654,TRUE,FALSE,10.1097/SCS.0000000000006654,FALSE,,FALSE,,,10.1097/SCS.0000000000006654,The Journal of Craniofacial Surgery,Lippincott Williams & Wilkins,,,2020,2020,TRUE,The authors report no conflicts of interest.,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,32405152,,7218376,PMC 7218376.xml,TRUE,32405152,MED,PMC7218376,10.1016/j.ajodo.2020.04.016,Precautions and recommendations for orthodontic settings during the COVID-19 outbreak: A review.,Turkistani KA.,Am J Orthod Dentofacial Orthop,2,158,2020,0889-5406; 1097-6752; ,175-181,research-article; review; journal article,Y,Y,N,Y,N,N,21,Y,Y,N,Y,N,5/15/2020,5/13/2020,7218376,10.1016/j.ajodo.2020.04.016,TRUE,FALSE,10.1016/j.ajodo.2020.04.016,FALSE,,FALSE,,,10.1016/j.ajodo.2020.04.016,American Journal of Orthodontics and Dentofacial Orthopedics,by the American Association of Orthodontists.,,,2020,2020,TRUE,"All authors have completed and submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest, and none were reported.",FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,The author thanks Khawlah Turkistani for her contribution during the work. This study was not supported by any research grant.,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,32405606,,7219354,PMC 7219354.xml,TRUE,32405606,MED,PMC7219354,10.1016/j.jormas.2020.05.005,Influence of the containment on the epidemiology of maxillo-facial emergencies during the COVID-19 pandemic. Why no more cellulites of odontogenic origin?,"Kün-Darbois JD, Kahn A, Corre P.",J Stomatol Oral Maxillofac Surg,4,121,2020,2468-8509; 2468-7855; ,467-468,comment; letter; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,5/15/2020,5/13/2020,7219354,10.1016/j.jormas.2020.05.005,TRUE,FALSE,10.1016/j.jormas.2020.05.005,FALSE,,FALSE,,,10.1016/j.jormas.2020.05.005,"Journal of Stomatology, Oral and Maxillofacial Surgery",Elsevier Masson SAS.,,,2020,2020,TRUE,Disclosure of interest The authors declare that they have no competing interest.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,letter,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,32407597,,7272863,PMC 7272863.xml,TRUE,32407597,MED,PMC7272863,10.1111/ger.12473,The COVID-19 Pandemic.,Slack-Smith L.,Gerodontology,2,37,2020,0734-0664; 1741-2358; ,99,research-article; editorial,Y,Y,N,Y,N,N,1,N,N,N,Y,N,5/15/2020,6/1/2020,7272863,10.1111/ger.12473,TRUE,FALSE,10.1111/ger.12473,FALSE,,FALSE,,,10.1111/ger.12473,Gerodontology,John Wiley and Sons Inc.; Hoboken,,,2020,2020,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,32414539,,7196423,PMC 7196423.xml,TRUE,32414539,MED,PMC7196423,10.1016/j.bjoms.2020.04.035,Impact of COVID-19 epidemic on maxillofacial surgery in Italy.,"Allevi F, Dionisio A, Baciliero U, Balercia P, Beltramini GA, Bertossi D, Bozzetti A, Califano L, Cascone P, Colombo L, Copelli C, De Ponte FS, De Riu G, Della Monaca M, Fusetti S, Galié M, Giannì AB, Longo F, Mannucci N, Nocini PF, Pelo S, Ramieri G, Sesenna E, Solazzo L, Spinelli G, Tarsitano A, Tartaro G, Valentini V, Verrina G, Biglioli F.",Br J Oral Maxillofac Surg,6,58,2020,0266-4356; 1532-1940; ,692-697,research-article; journal article,Y,Y,N,Y,N,Y,20,Y,Y,N,Y,N,5/17/2020,5/3/2020,7196423,10.1016/j.bjoms.2020.04.035,TRUE,TRUE,10.1016/j.bjoms.2020.04.035,FALSE,,FALSE,,,10.1016/j.bjoms.2020.04.035,The British Journal of Oral & Maxillofacial Surgery,The British Association of Oral and Maxillofacial Surgeons. Published by Elsevier Ltd.,,,2020,2020,TRUE,Conflict of interest We have no conflicts of interest.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,32414678,,7196383,PMC 7196383.xml,TRUE,32414678,MED,PMC7196383,10.1016/j.ijom.2020.04.015,Impact of COVID-19 on maxillofacial surgery practice: a worldwide survey.,"Maffia F, Fontanari M, Vellone V, Cascone P, Mercuri LG.",Int J Oral Maxillofac Surg,6,49,2020,0901-5027; 1399-0020; ,827-835,research-article; journal article,Y,Y,N,Y,N,N,22,Y,Y,N,Y,N,5/17/2020,5/3/2020,7196383,10.1016/j.ijom.2020.04.015,TRUE,FALSE,10.1016/j.ijom.2020.04.015,FALSE,,FALSE,,,10.1016/j.ijom.2020.04.015,International Journal of Oral and Maxillofacial Surgery,International Association of Oral and Maxillofacial Surgeons. Published by Elsevier Ltd.,,,2020,2020,TRUE,Competing interests None.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Funding None.,,,,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,32418760,,7200369,PMC 7200369.xml,TRUE,32418760,MED,PMC7200369,10.1016/j.bjoms.2020.04.043,Aerosol prevention in osteosynthesis for maxillofacial trauma - a technical note.,"Grant J, Shafi A, Halsnad M.",Br J Oral Maxillofac Surg,6,58,2020,0266-4356; 1532-1940; ,721-722,brief-report; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,5/18/2020,5/6/2020,7200369,10.1016/j.bjoms.2020.04.043,TRUE,FALSE,10.1016/j.bjoms.2020.04.043,FALSE,,FALSE,,,10.1016/j.bjoms.2020.04.043,The British Journal of Oral & Maxillofacial Surgery,Published by Elsevier Ltd on behalf of The British Association of Oral and Maxillofacial Surgeons.,,,2020,2020,TRUE,Conflict of interest We have no conflicts of interest.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,brief-report,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,32418763,,7211666,PMC 7211666.xml,TRUE,32418763,MED,PMC7211666,10.1016/j.bjoms.2020.04.047,The preventive effect of hydrocolloid dressing to prevent facial pressure and facial marks during use of medical protective equipment in COVID-19 pandemic.,"Del Castillo Pardo de Vera JL, Reina Alcalde S, Cebrian Carretero JL, Burgueño García M.",Br J Oral Maxillofac Surg,6,58,2020,0266-4356; 1532-1940; ,723-725,brief-report; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,5/18/2020,5/11/2020,7211666,10.1016/j.bjoms.2020.04.047,TRUE,FALSE,10.1016/j.bjoms.2020.04.047,FALSE,,FALSE,,,10.1016/j.bjoms.2020.04.047,The British Journal of Oral & Maxillofacial Surgery,The British Association of Oral and Maxillofacial Surgeons. Published by Elsevier Ltd.,,,2020,2020,TRUE,Conflict of interest We have no conflicts of interest.,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,brief-report,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,32422192,,7211734,PMC 7211734.xml,TRUE,32422192,MED,PMC7211734,10.1016/j.joms.2020.05.003,Proceedings of the OMS COVID-19 Response Conference.,"Wang TT, Moon HS, Le A, Panchal N.",J Oral Maxillofac Surg,8,78,2020,0278-2391; 1531-5053; ,1268-1274,congress; research-article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,5/22/2020,5/11/2020,7211734,10.1016/j.joms.2020.05.003,TRUE,TRUE,10.1016/j.joms.2020.05.003,FALSE,,FALSE,,,10.1016/j.joms.2020.05.003,Journal of Oral and Maxillofacial Surgery,W.B. Saunders Co,,,2020,2020,TRUE,Conflict of Interest Disclosures: None of the authors have any relevant financial relationship(s) with a commercial interest.,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"We gratefully acknowledge funding from the Schoenleber Endowment for educational activities and the support of the Office of Continuing Education at the University of Pennsylvania School of Dental Medicine. The Department of Oral and Maxillofacial Surgery was responsible for the development of the University of Pennsylvania OMS COVID-19 Response Conference. The views, recommendations, and conclusions contained within are those of speakers, with the intention of sharing their experiences in response to the pandemic crisis. The organizers, Drs Anh Le and Neeraj Panchal, are grateful to all speakers and participants at the virtual meeting.",,,University of Pennsylvania School of Dental Medicine,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,research-article,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,32422193,,7211597,PMC 7211597.xml,TRUE,32422193,MED,PMC7211597,10.1016/j.joms.2020.04.047,Protecting Ourselves During the COVID-19 Pandemic.,"Ferneini EM, Halepas S.",J Oral Maxillofac Surg,8,78,2020,0278-2391; 1531-5053; ,1227-1228,brief-report; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,5/22/2020,5/11/2020,7211597,10.1016/j.joms.2020.04.047,TRUE,FALSE,10.1016/j.joms.2020.04.047,FALSE,,FALSE,,,10.1016/j.joms.2020.04.047,Journal of Oral and Maxillofacial Surgery,American Association of Oral and Maxillofacial Surgeons,,,2020,2020,TRUE,Conflict of Interest Disclosures: None of the authors have any relevant financial relationship(s) with a commercial interest.,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,brief-report,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,32425296,,7227514,PMC 7227514.xml,TRUE,32425296,MED,PMC7227514,10.1016/j.joms.2020.05.016,"Opinion: An Increase in Severe, Late Dental Complications Might Result From Reliance on Home Dental Remedies During the COVID-19 Pandemic.","Yakubov D, Ward M, Ward B, Raymond GF, Paskhover B.",J Oral Maxillofac Surg,8,78,2020,0278-2391; 1531-5053; ,1232-1233,brief-report; journal article,Y,Y,N,Y,N,N,4,N,Y,N,Y,N,5/22/2020,5/15/2020,7227514,10.1016/j.joms.2020.05.016,TRUE,FALSE,10.1016/j.joms.2020.05.016,FALSE,,FALSE,,,10.1016/j.joms.2020.05.016,Journal of Oral and Maxillofacial Surgery,American Association of Oral and Maxillofacial Surgeons,,,2020,2020,TRUE,Conflict of Interest Disclosures: None of the authors have any relevant financial relationship(s) with a commercial interest.,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,brief-report,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
