"","pmid","pmcid_pmc","pmcid_uid","doi","filename","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"29","32422193","","7211597","10.1016/j.joms.2020.04.047","PMC 7211597.xml",TRUE,FALSE,"10.1016/j.joms.2020.04.047",FALSE,"",FALSE,"","",TRUE
"30","32418763","","7211666","10.1016/j.bjoms.2020.04.047","PMC 7211666.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.04.047",FALSE,"",FALSE,"","",TRUE
"31","32422192","","7211734","10.1016/j.joms.2020.05.003","PMC 7211734.xml",TRUE,TRUE,"10.1016/j.joms.2020.05.003",FALSE,"",FALSE,"","",TRUE
"32","32401942","","7213779","10.1590/1678-7757-2020-0263","PMC 7213779.xml",TRUE,TRUE,"10.1590/1678-7757-2020-0263",FALSE,"",FALSE,"","",TRUE
"33","32631754","","7214297","10.1016/j.bjoms.2020.05.008","PMC 7214297.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.05.008",FALSE,"",FALSE,"","",TRUE
"34","32631753","","7214313","10.1016/j.bjoms.2020.05.009","PMC 7214313.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.05.009",FALSE,"",FALSE,"","",TRUE
"35","32428459","","7215154","10.1016/j.joms.2020.05.007","PMC 7215154.xml",TRUE,FALSE,"10.1016/j.joms.2020.05.007",FALSE,"",FALSE,"","",TRUE
"36","32405152","","7218376","10.1016/j.ajodo.2020.04.016","PMC 7218376.xml",TRUE,FALSE,"10.1016/j.ajodo.2020.04.016",FALSE,"",FALSE,"","",TRUE
"37","32405606","","7219354","10.1016/j.jormas.2020.05.005","PMC 7219354.xml",TRUE,FALSE,"10.1016/j.jormas.2020.05.005",FALSE,"",FALSE,"","",TRUE
"38","32425296","","7227514","10.1016/j.joms.2020.05.016","PMC 7227514.xml",TRUE,FALSE,"10.1016/j.joms.2020.05.016",FALSE,"",FALSE,"","",TRUE
"39","32444742","","7243221","10.1038/s41415-020-1639-y","PMC 7243221.xml",TRUE,TRUE,"10.1038/s41415-020-1639-y",FALSE,"",FALSE,"","",TRUE
"40","32444743","","7243239","10.1038/s41415-020-1646-z","PMC 7243239.xml",TRUE,FALSE,"10.1038/s41415-020-1646-z",FALSE,"",FALSE,"","",TRUE
"41","32513429","","7245279","10.1016/j.bjoms.2020.05.021","PMC 7245279.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.05.021",FALSE,"",FALSE,"","",TRUE
"42","32479811","","7246053","10.1016/j.joms.2020.05.027","PMC 7246053.xml",TRUE,TRUE,"10.1016/j.joms.2020.05.027",FALSE,"",FALSE,"","",TRUE
"43","32482348","","7247479","10.1016/j.bjoms.2020.05.020","PMC 7247479.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.05.020",FALSE,"",FALSE,"","",TRUE
"44","32386670","","7252051","10.1016/j.bjoms.2020.04.033","PMC 7252051.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.04.033",FALSE,"",FALSE,"","",TRUE
"45","32386672","","7252185","10.1016/j.bjoms.2020.04.030","PMC 7252185.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.04.030",FALSE,"",FALSE,"","",TRUE
"46","32473915","","7255160","10.1016/j.joms.2020.05.029","PMC 7255160.xml",TRUE,FALSE,"10.1016/j.joms.2020.05.029",FALSE,"",FALSE,"","",TRUE
"47","32473182","","7255191","10.1016/j.jdent.2020.103387","PMC 7255191.xml",TRUE,TRUE,"10.1016/j.jdent.2020.103387",FALSE,"",FALSE,"","",TRUE
"48","32304276","","7264805","10.1111/odi.13359","PMC 7264805.xml",TRUE,FALSE,"10.1111/odi.13359",FALSE,"",FALSE,"","",TRUE
"49","32357257","","7267233","10.1111/iej.13313","PMC 7267233.xml",TRUE,TRUE,"10.1111/iej.13313",FALSE,"",FALSE,"","",TRUE
"50","32367576","","7267240","10.1111/omi.12289","PMC 7267240.xml",TRUE,FALSE,"10.1111/omi.12289",FALSE,"",FALSE,"","",TRUE
"51","32369674","","7267423","10.1111/odi.13382","PMC 7267423.xml",TRUE,FALSE,"10.1111/odi.13382",FALSE,"",FALSE,"","",TRUE
"52","32333518","","7267504","10.1111/odi.13368","PMC 7267504.xml",TRUE,TRUE,"10.1111/odi.13368",FALSE,"",FALSE,"","",TRUE
"53","32273156","","7270628","10.1016/j.joen.2020.03.008","PMC 7270628.xml",TRUE,FALSE,"10.1016/j.joen.2020.03.008",FALSE,"",FALSE,"","",TRUE
"54","32391651","","7272817","10.1111/odi.13408","PMC 7272817.xml",TRUE,FALSE,"10.1111/odi.13408",FALSE,"",FALSE,"","",TRUE
"55","32407597","","7272863","10.1111/ger.12473","PMC 7272863.xml",TRUE,FALSE,"10.1111/ger.12473",FALSE,"",FALSE,"","",TRUE
"56","32394605","","7272881","10.1111/eje.12542","PMC 7272881.xml",TRUE,FALSE,"10.1111/eje.12542",FALSE,"",FALSE,"","",TRUE
"57","32390264","","7272918","10.1111/odi.13407","PMC 7272918.xml",TRUE,FALSE,"10.1111/odi.13407",FALSE,"",FALSE,"","",TRUE
"58","32401373","","7272980","10.1111/odi.13410","PMC 7272980.xml",TRUE,FALSE,"10.1111/odi.13410",FALSE,"",FALSE,"","",TRUE
"59","32392364","","7273100","10.1111/odi.13406","PMC 7273100.xml",TRUE,FALSE,"10.1111/odi.13406",FALSE,"",FALSE,"","",TRUE
"60","32682660","","7274582","10.1016/j.ajodo.2020.05.006","PMC 7274582.xml",TRUE,TRUE,"10.1016/j.ajodo.2020.05.006",FALSE,"",FALSE,"","",TRUE
"61","32525056","","7275999","10.1016/j.joen.2020.05.012","PMC 7275999.xml",TRUE,TRUE,"10.1016/j.joen.2020.05.012",FALSE,"",FALSE,"","",TRUE
"62","32428281","","7276771","10.1111/odi.13417","PMC 7276771.xml",TRUE,FALSE,"10.1111/odi.13417",FALSE,"",FALSE,"","",TRUE
"63","32428372","","7280672","10.1111/odi.13431","PMC 7280672.xml",TRUE,TRUE,"10.1111/odi.13431",FALSE,"",FALSE,"","",TRUE
"64","32404622","","7282403","10.1097/SCS.0000000000006565","PMC 7282403.xml",TRUE,FALSE,"10.1097/SCS.0000000000006565",FALSE,"",FALSE,"","",TRUE
"65","32404623","","7282404","10.1097/SCS.0000000000006654","PMC 7282404.xml",TRUE,FALSE,"10.1097/SCS.0000000000006654",FALSE,"",FALSE,"","",TRUE
"66","32398624","","7282405","10.1097/SCS.0000000000006574","PMC 7282405.xml",TRUE,FALSE,"10.1097/SCS.0000000000006574",FALSE,"",FALSE,"","",TRUE
"67","32398625","","7282409","10.1097/SCS.0000000000006601","PMC 7282409.xml",TRUE,TRUE,"10.1097/SCS.0000000000006601",FALSE,"",FALSE,"","",TRUE
"68","32472897","","7282411","10.1097/SCS.0000000000006658","PMC 7282411.xml",TRUE,FALSE,"10.1097/SCS.0000000000006658",FALSE,"",FALSE,"","",TRUE
"69","32447777","","7283718","10.1111/scd.12472","PMC 7283718.xml",TRUE,FALSE,"10.1111/scd.12472",FALSE,"",FALSE,"","",TRUE
"70","32460440","","7283773","10.1111/odi.13442","PMC 7283773.xml",TRUE,FALSE,"10.1111/odi.13442",FALSE,"",FALSE,"","",TRUE
"71","32449999","","7283847","10.1111/ocr.12395","PMC 7283847.xml",TRUE,FALSE,"10.1111/ocr.12395",FALSE,"",FALSE,"","",TRUE
"72","32452587","","7283863","10.1111/odi.13438","PMC 7283863.xml",TRUE,FALSE,"10.1111/odi.13438",FALSE,"",FALSE,"","",TRUE
"73","32462660","","7283880","10.1002/jdd.12237","PMC 7283880.xml",TRUE,FALSE,"10.1002/jdd.12237",FALSE,"",FALSE,"","",TRUE
"74","32541745","","7294194","10.1038/s41415-020-1708-2","PMC 7294194.xml",TRUE,FALSE,"10.1038/s41415-020-1708-2",FALSE,"",FALSE,"","",TRUE
"75","32557183","","7298449","10.1007/s40368-020-00547-5","PMC 7298449.xml",TRUE,TRUE,"10.1007/s40368-020-00547-5",FALSE,"",FALSE,"","",TRUE
"76","32576467","","7298505","10.1016/j.bjoms.2020.06.011","PMC 7298505.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.06.011",FALSE,"",FALSE,"","",TRUE
"77","32506779","","7300564","10.1111/odi.13459","PMC 7300564.xml",TRUE,TRUE,"10.1111/odi.13459",FALSE,"",FALSE,"","",TRUE
"78","32511851","","7300649","10.1111/jopr.13209","PMC 7300649.xml",TRUE,FALSE,"10.1111/jopr.13209",FALSE,"",FALSE,"","",TRUE
"79","32488877","","7300654","10.1002/jdd.12234","PMC 7300654.xml",TRUE,TRUE,"10.1002/jdd.12234",FALSE,"",FALSE,"","",TRUE
"80","32474996","","7300710","10.1111/odi.13453","PMC 7300710.xml",FALSE,FALSE,"10.1111/odi.13453",FALSE,"",FALSE,"","",TRUE
"81","32472974","","7300727","10.1111/odi.13444","PMC 7300727.xml",TRUE,FALSE,"10.1111/odi.13444",FALSE,"",FALSE,"","",TRUE
"82","32475028","","7300786","10.1111/odi.13449","PMC 7300786.xml",TRUE,FALSE,"10.1111/odi.13449",FALSE,"",FALSE,"","",TRUE
"83","32475006","","7300831","10.1111/odi.13447","PMC 7300831.xml",TRUE,FALSE,"10.1111/odi.13447",FALSE,"",FALSE,"","",TRUE
"84","32506757","","7300840","10.1111/odi.13460","PMC 7300840.xml",TRUE,FALSE,"10.1111/odi.13460",FALSE,"",FALSE,"","",TRUE
"85","32506445","","7300848","10.1002/jdd.12248","PMC 7300848.xml",TRUE,TRUE,"10.1002/jdd.12248",FALSE,"",FALSE,"","",TRUE
"86","32500586","","7301023","10.1002/jdd.12236","PMC 7301023.xml",TRUE,TRUE,"10.1002/jdd.12236",FALSE,"",FALSE,"","",TRUE
"87","32576468","","7303632","10.1016/j.bjoms.2020.06.012","PMC 7303632.xml",TRUE,TRUE,"10.1016/j.bjoms.2020.06.012",FALSE,"",FALSE,"","",TRUE
"88","32660877","","7305874","10.1016/j.bjoms.2020.06.021","PMC 7305874.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.06.021",FALSE,"",FALSE,"","",TRUE
"89","32654931","","7305926","10.1016/j.oooo.2020.06.011","PMC 7305926.xml",TRUE,FALSE,"10.1016/j.oooo.2020.06.011",FALSE,"",FALSE,"","",TRUE
"90","32577830","","7309196","10.1007/s00784-020-03413-2","PMC 7309196.xml",TRUE,FALSE,"10.1007/s00784-020-03413-2",FALSE,"",FALSE,"","",TRUE
"91","32653307","","7315945","10.1016/j.joms.2020.06.029","PMC 7315945.xml",TRUE,FALSE,"10.1016/j.joms.2020.06.029",FALSE,"",FALSE,"","",TRUE
"92","32591661","","7317243","10.1038/s41432-020-0102-x","PMC 7317243.xml",TRUE,FALSE,"10.1038/s41432-020-0102-x",FALSE,"",FALSE,"","",TRUE
"93","32591653","","7317244","10.1038/s41432-020-0089-3","PMC 7317244.xml",TRUE,FALSE,"10.1038/s41432-020-0089-3",FALSE,"",FALSE,"","",TRUE
"94","32591651","","7317247","10.1038/s41432-020-0099-1","PMC 7317247.xml",TRUE,FALSE,"10.1038/s41432-020-0099-1",FALSE,"",FALSE,"","",TRUE
"95","32591656","","7317249","10.1038/s41432-020-0092-8","PMC 7317249.xml",TRUE,FALSE,"10.1038/s41432-020-0092-8",FALSE,"",FALSE,"","",TRUE
"96","32591664","","7317250","10.1038/s41432-020-0098-2","PMC 7317250.xml",TRUE,FALSE,"10.1038/s41432-020-0098-2",FALSE,"",FALSE,"","",TRUE
"97","32591659","","7317251","10.1038/s41432-020-0094-6","PMC 7317251.xml",TRUE,FALSE,"10.1038/s41432-020-0094-6",FALSE,"",FALSE,"","",TRUE
"98","32591663","","7317252","10.1038/s41432-020-0096-4","PMC 7317252.xml",TRUE,FALSE,"10.1038/s41432-020-0096-4",FALSE,"",FALSE,"","",TRUE
"99","32591665","","7317255","10.1038/s41432-020-0103-9","PMC 7317255.xml",TRUE,FALSE,"10.1038/s41432-020-0103-9",FALSE,"",FALSE,"","",TRUE
"100","32591654","","7317257","10.1038/s41432-020-0090-x","PMC 7317257.xml",TRUE,FALSE,"10.1038/s41432-020-0090-x",FALSE,"",FALSE,"","",TRUE
"101","32591657","","7317258","10.1038/s41432-020-0091-9","PMC 7317258.xml",TRUE,FALSE,"10.1038/s41432-020-0091-9",FALSE,"",FALSE,"","",TRUE
"102","32591667","","7317259","10.1038/s41432-020-0105-7","PMC 7317259.xml",TRUE,FALSE,"10.1038/s41432-020-0105-7",FALSE,"",FALSE,"","",TRUE
"103","32591652","","7317264","10.1038/s41432-020-0088-4","PMC 7317264.xml",TRUE,FALSE,"10.1038/s41432-020-0088-4",FALSE,"",FALSE,"","",TRUE
"104","32591666","","7317271","10.1038/s41432-020-0104-8","PMC 7317271.xml",TRUE,FALSE,"10.1038/s41432-020-0104-8",FALSE,"",FALSE,"","",TRUE
"105","32591662","","7317272","10.1038/s41432-020-0101-y","PMC 7317272.xml",TRUE,FALSE,"10.1038/s41432-020-0101-y",FALSE,"",FALSE,"","",TRUE
"106","32591655","","7317274","10.1038/s41432-020-0100-z","PMC 7317274.xml",TRUE,FALSE,"10.1038/s41432-020-0100-z",FALSE,"",FALSE,"","",TRUE
"107","32599093","","7318987","10.1016/j.jormas.2020.06.010","PMC 7318987.xml",TRUE,FALSE,"10.1016/j.jormas.2020.06.010",FALSE,"",FALSE,"","",TRUE
"108","32591713","","7319191","10.1038/s41415-020-1716-2","PMC 7319191.xml",TRUE,TRUE,"10.1038/s41415-020-1716-2",FALSE,"",FALSE,"","",TRUE
"109","32591702","","7319204","10.1038/s41415-020-1781-6","PMC 7319204.xml",TRUE,TRUE,"10.1038/s41415-020-1781-6",FALSE,"",FALSE,"","",TRUE
"110","32591714","","7319209","10.1038/s41415-020-1747-8","PMC 7319209.xml",TRUE,FALSE,"10.1038/s41415-020-1747-8",FALSE,"",FALSE,"","",TRUE
"111","32591704","","7319211","10.1038/s41415-020-1702-8","PMC 7319211.xml",TRUE,TRUE,"10.1038/s41415-020-1702-8",FALSE,"",FALSE,"","",TRUE
"112","32591712","","7319217","10.1038/s41415-020-1713-5","PMC 7319217.xml",TRUE,FALSE,"10.1038/s41415-020-1713-5",FALSE,"",FALSE,"","",TRUE
"113","32591703","","7319221","10.1038/s41415-020-1709-1","PMC 7319221.xml",TRUE,FALSE,"10.1038/s41415-020-1709-1",FALSE,"",FALSE,"","",TRUE
"114","32591701","","7319222","10.1038/s41415-020-1705-5","PMC 7319222.xml",TRUE,FALSE,"10.1038/s41415-020-1705-5",FALSE,"",FALSE,"","",TRUE
"115","32533874","","7322988","10.1111/odi.13488","PMC 7322988.xml",TRUE,FALSE,"10.1111/odi.13488",FALSE,"",FALSE,"","",TRUE
"116","32542782","","7322989","10.1111/jopr.13207","PMC 7322989.xml",TRUE,FALSE,"10.1111/jopr.13207",FALSE,"",FALSE,"","",TRUE
"117","32537751","","7323377","10.1002/jdd.12251","PMC 7323377.xml",TRUE,FALSE,"10.1002/jdd.12251",FALSE,"",FALSE,"","",TRUE
"118","32542796","","7323383","10.1111/eje.12555","PMC 7323383.xml",TRUE,TRUE,"10.1111/eje.12555",FALSE,"",FALSE,"","",TRUE
"119","32607830","","7326529","10.1007/s00784-020-03440-z","PMC 7326529.xml",TRUE,TRUE,"10.1007/s00784-020-03440-z",FALSE,"",FALSE,"","",TRUE
"120","32854871","","7328601","10.1016/j.adaj.2020.06.039","PMC 7328601.xml",TRUE,FALSE,"10.1016/j.adaj.2020.06.039",FALSE,"",FALSE,"","",TRUE
"121","32636093","","7334942","10.1016/j.bjoms.2020.06.022","PMC 7334942.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.06.022",FALSE,"",FALSE,"","",TRUE
"122","32520921","","7338069","10.4317/medoral.24044","PMC 7338069.xml",FALSE,FALSE,"10.4317/medoral.24044",FALSE,"",FALSE,"","",TRUE
"123","32682653","","7346801","10.1016/j.bjoms.2020.07.004","PMC 7346801.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.07.004",FALSE,"",FALSE,"","",TRUE
"124","32651512","","7348558","10.1038/s41415-020-1784-3","PMC 7348558.xml",TRUE,FALSE,"10.1038/s41415-020-1784-3",FALSE,"",FALSE,"","",TRUE
"125","32651513","","7348561","10.1038/s41415-020-1782-5","PMC 7348561.xml",TRUE,TRUE,"10.1038/s41415-020-1782-5",FALSE,"",FALSE,"","",TRUE
"126","32650753","","7349471","10.1186/s12903-020-01187-3","PMC 7349471.xml",TRUE,TRUE,"10.1186/s12903-020-01187-3",FALSE,"",FALSE,"","",TRUE
"127","32863086","","7351383","10.1016/j.ajodo.2020.07.005","PMC 7351383.xml",TRUE,FALSE,"10.1016/j.ajodo.2020.07.005",FALSE,"",FALSE,"","",TRUE
"128","32778470","","7351407","10.1016/j.prosdent.2020.06.004","PMC 7351407.xml",TRUE,FALSE,"10.1016/j.prosdent.2020.06.004",FALSE,"",FALSE,"","",TRUE
"129","33616049","","7361251","10.1111/idj.12601","PMC 7361251.xml",TRUE,FALSE,"10.1111/idj.12601",FALSE,"",FALSE,"","",TRUE
"130","33616050","","7361318","10.1111/idj.12603","PMC 7361318.xml",TRUE,FALSE,"10.1111/idj.12603",FALSE,"",FALSE,"","",TRUE
"131","32597513","","7361353","10.1111/odi.13518","PMC 7361353.xml",TRUE,FALSE,"10.1111/odi.13518",FALSE,"",FALSE,"","",TRUE
"132","32640483","","7361440","10.1111/odi.13539","PMC 7361440.xml",TRUE,TRUE,"10.1111/odi.13539",FALSE,"",FALSE,"","",TRUE
"133","32589807","","7361527","10.1002/jdd.12291","PMC 7361527.xml",TRUE,FALSE,"10.1002/jdd.12291",FALSE,"",FALSE,"","",TRUE
"134","32608097","","7361576","10.1111/jopr.13220","PMC 7361576.xml",TRUE,FALSE,"10.1111/jopr.13220",FALSE,"",FALSE,"","",TRUE
"135","32623715","","7361634","10.1002/jdd.12300","PMC 7361634.xml",TRUE,FALSE,"10.1002/jdd.12300",FALSE,"",FALSE,"","",TRUE
"136","32615642","","7362147","10.1111/odi.13526","PMC 7362147.xml",TRUE,FALSE,"10.1111/odi.13526",FALSE,"",FALSE,"","",TRUE
"137","32614499","","7362159","10.1111/odi.13520","PMC 7362159.xml",TRUE,FALSE,"10.1111/odi.13520",FALSE,"",FALSE,"","",TRUE
"138","32777246","","7364142","10.1016/j.joms.2020.07.015","PMC 7364142.xml",TRUE,FALSE,"10.1016/j.joms.2020.07.015",FALSE,"",FALSE,"","",TRUE
"139","32711946","","7365060","10.1016/j.bjoms.2020.07.010","PMC 7365060.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.07.010",FALSE,"",FALSE,"","",TRUE
"140","32745533","","7366104","10.1016/j.joms.2020.07.012","PMC 7366104.xml",TRUE,TRUE,"10.1016/j.joms.2020.07.012",FALSE,"",FALSE,"","",TRUE
"141","32693111","","7368403","10.1016/j.jdent.2020.103434","PMC 7368403.xml",TRUE,FALSE,"10.1016/j.jdent.2020.103434",FALSE,"",FALSE,"","",TRUE
"142","32822615","","7377997","10.1016/j.joms.2020.07.027","PMC 7377997.xml",TRUE,FALSE,"10.1016/j.joms.2020.07.027",FALSE,"",FALSE,"","",TRUE
"143","32802237","","7378155","10.36834/cmej.69322","PMC 7378155.xml",TRUE,FALSE,"10.36834/cmej.69322",FALSE,"",FALSE,"","",TRUE
"144","32710053","","7380139","10.1038/s41415-020-1854-6","PMC 7380139.xml",TRUE,FALSE,"10.1038/s41415-020-1854-6",FALSE,"",FALSE,"","",TRUE
"145","32710056","","7380151","10.1038/s41415-020-1842-x","PMC 7380151.xml",TRUE,TRUE,"10.1038/s41415-020-1842-x",FALSE,"",FALSE,"","",TRUE
"146","32710060","","7380157","10.1038/s41415-020-1924-9","PMC 7380157.xml",TRUE,FALSE,"10.1038/s41415-020-1924-9",FALSE,"",FALSE,"","",TRUE
"147","32710059","","7380159","10.1038/s41415-020-1843-9","PMC 7380159.xml",TRUE,FALSE,"10.1038/s41415-020-1843-9",FALSE,"",FALSE,"","",TRUE
"148","32710064","","7380160","10.1038/s41415-020-1792-3","PMC 7380160.xml",TRUE,TRUE,"10.1038/s41415-020-1792-3",FALSE,"",FALSE,"","",TRUE
"149","32502107","","7382404","10.1097/SCS.0000000000006696","PMC 7382404.xml",TRUE,FALSE,"10.1097/SCS.0000000000006696",FALSE,"",FALSE,"","",TRUE
"150","32541273","","7382405","10.1097/SCS.0000000000006724","PMC 7382405.xml",TRUE,TRUE,"10.1097/SCS.0000000000006724",FALSE,"",FALSE,"","",TRUE
"151","32649560","","7382406","10.1097/SCS.0000000000006753","PMC 7382406.xml",TRUE,FALSE,"10.1097/SCS.0000000000006753",FALSE,"",FALSE,"","",TRUE
"152","32649538","","7382409","10.1097/SCS.0000000000006797","PMC 7382409.xml",TRUE,FALSE,"10.1097/SCS.0000000000006797",FALSE,"",FALSE,"","",TRUE
"153","32472898","","7382410","10.1097/SCS.0000000000006694","PMC 7382410.xml",TRUE,FALSE,"10.1097/SCS.0000000000006694",FALSE,"",FALSE,"","",TRUE
"154","32649566","","7382411","10.1097/SCS.0000000000006798","PMC 7382411.xml",TRUE,FALSE,"10.1097/SCS.0000000000006798",FALSE,"",FALSE,"","",TRUE
"155","32649548","","7382412","10.1097/SCS.0000000000006723","PMC 7382412.xml",TRUE,TRUE,"10.1097/SCS.0000000000006723",FALSE,"",FALSE,"","",TRUE
"156","32649559","","7382413","10.1097/SCS.0000000000006752","PMC 7382413.xml",TRUE,FALSE,"10.1097/SCS.0000000000006752",FALSE,"",FALSE,"","",TRUE
"157","32657995","","7382414","10.1097/SCS.0000000000006844","PMC 7382414.xml",TRUE,FALSE,"10.1097/SCS.0000000000006844",FALSE,"",FALSE,"","",TRUE
"158","32472899","","7382420","10.1097/SCS.0000000000006722","PMC 7382420.xml",TRUE,FALSE,"10.1097/SCS.0000000000006722",FALSE,"",FALSE,"","",TRUE
"159","32811723","","7382926","10.1016/j.bjoms.2020.07.017","PMC 7382926.xml",TRUE,FALSE,"10.1016/j.bjoms.2020.07.017",FALSE,"",FALSE,"","",TRUE
"160","32839075","","7386292","10.1016/j.ajodo.2020.07.014","PMC 7386292.xml",TRUE,TRUE,"10.1016/j.ajodo.2020.07.014",FALSE,"",FALSE,"","",TRUE
"161","32807595","","7392048","10.1016/j.bjoms.2020.07.030","PMC 7392048.xml",TRUE,TRUE,"10.1016/j.bjoms.2020.07.030",FALSE,"",FALSE,"","",TRUE
"162","32900674","","7395630","10.1016/j.ejwf.2020.07.004","PMC 7395630.xml",TRUE,TRUE,"10.1016/j.ejwf.2020.07.004",FALSE,"",FALSE,"","",TRUE
